nom,SIREN,type,code_region,code_departement
CC du Nivernais Bourbonnais,245804497,CC,27,58
CC du Nogentais,200006716,CC,44,10
CC du Nord de Mayotte,200060465,CC,6,976
CC du Nord Est Béarn,200067296,CC,75,64
CC du Pays Arnay Liernais,200071173,CC,27,21
CC du Pays Beaume-Drobie,240700302,CC,84,7
CC du Pays Bellegardien (CCPB),240100891,CC,84,1
CC du Pays Bigouden Sud,242900702,CC,53,29
CC du Pays Châtillonnais,242101434,CC,27,21
CC du Pays d'Alésia et de la Seine,242101459,CC,27,21
CC du Pays d'Ancenis,244400552,CC,52,
CC du Pays d'Étain,245501242,CC,44,55
CC du Pays d'Héricourt,247000722,CC,27,
CC du Pays d'Huriel,240300657,CC,84,3
CC du Pays d'Iroise,242900074,CC,53,29
CC du Pays d'Issoudun,243600236,CC,24,
CC du Pays d'Olmes,240900464,CC,76,9
CC du Pays d'Othe,241000447,CC,44,10
CC du Pays d'Urfé,244200820,CC,84,42
CC du Pays d'Uzerche,241927243,CC,75,19
CC du Pays de Barr,200034270,CC,44,67
CC du Pays de Bitche,200069441,CC,44,57
CC du Pays de Bray,246000913,CC,32,60
CC du Pays de Château-Gontier,245300447,CC,52,53
CC du Pays de Colombey et du Sud Toulois,245400510,CC,44,
CC du Pays de Conches,242700276,CC,28,27
CC du Pays de Craon,200048551,CC,52,53
CC du Pays de Cruseilles,247400112,CC,84,74
CC du Pays de Dol et de la Baie du Mont-Saint-Michel,200070670,CC,53,35
CC du Pays de Duras,244700449,CC,75,47
CC du Pays de Falaise,241400514,CC,28,14
CC du Pays de Fayence,200004802,CC,93,83
CC du Pays de Fénelon,200040830,CC,75,24
CC du Pays de Honfleur-Beuzeville,200066827,CC,28,
CC du Pays de l'Arbresle (CCPA),246900625,CC,84,69
CC du Pays de l'Huisne Sarthoise,247200686,CC,52,72
CC du Pays de l'Ourcq,247700065,CC,11,77
CC du Pays de l'Ozon,246900765,CC,84,69
CC du Pays de la Châtaigneraie,248500415,CC,52,85
CC du Pays de la Serre,240200469,CC,32,2
CC du Pays de la Zorn,246700959,CC,44,67
CC du Pays de Lalbenque-Limogne,244600532,CC,76,46
CC du Pays de Lamastre,200016905,CC,84,7
CC du Pays de Landerneau-Daoulas,242900801,CC,53,29
CC du Pays de Landivisiau,242900751,CC,53,29
CC du Pays de Lapalisse,240300491,CC,84,3
CC du Pays de Lauzun,244700464,CC,75,47
CC du Pays de Limours (CCPL),249100074,CC,11,91
CC du Pays de Lubersac-Pompadour,200066603,CC,75,19
CC du Pays de Lumbres,246201016,CC,32,62
CC du Pays de Lunel,243400520,CC,76,34
CC du Pays de Lure,247000664,CC,27,70
CC du Pays de Luxeuil,247000755,CC,27,70
CC du Pays de Maîche,200023075,CC,27,25
CC du Pays de Mauriac,241500271,CC,84,15
CC du Pays de Meslay-Grez,245300223,CC,52,53
CC du Pays de Mirepoix,200044469,CC,76,9
CC du Pays de Montbozon et du Chanois,200041853,CC,27,70
CC du Pays de Montfaucon,244300307,CC,84,43
CC du Pays de Montmédy,245501259,CC,44,55
CC du Pays de Mormal,200043321,CC,32,59
CC du Pays de Mortagne,248500662,CC,52,85
CC du Pays de Mortagne-au-Perche,200036069,CC,28,61
CC du Pays de Niederbronn-les-Bains,246701098,CC,44,67
CC du Pays de Phalsbourg,245700950,CC,44,57
CC du Pays de Pontchâteau Saint-Gildas-des-Bois,200000438,CC,52,44
CC du Pays de Pouzauges,248500464,CC,52,85
CC du Pays de Revigny-sur-Ornain,245501184,CC,44,55
CC du Pays de Ribeauvillé,246800577,CC,44,68
"CC du Pays de Rouffach,Vignobles et Châteaux",246800494,CC,44,68
CC du Pays de Saint-Aulaye,242400935,CC,75,24
CC du Pays de Saint-Éloy,200072080,CC,84,63
CC du Pays de Saint-Fulgent - Les Essarts,200071918,CC,52,85
CC du Pays de Saint-Gilles-Croix-de-Vie,200023778,CC,52,85
CC du Pays de Saint-Yrieix,248700189,CC,75,
CC du Pays de Sainte-Odile,246701080,CC,44,67
CC du Pays de Salars,241200658,CC,76,12
CC du Pays de Salers,241501139,CC,84,15
CC du Pays de Sancey-Belleherbe,242504371,CC,27,25
CC du Pays de Saverne,200068112,CC,44,67
CC du Pays de Serres en Quercy,200040418,CC,76,82
CC du Pays de Sommières,243000296,CC,76,30
CC du Pays de Stenay et du Val Dunois,200066132,CC,44,55
CC du Pays de Tarascon,240900431,CC,76,9
CC du Pays de Trie et du Magnoac,200070795,CC,76,65
CC du Pays de Tronçais,240300558,CC,84,3
CC du Pays de Valois,246000871,CC,32,60
CC du Pays de Villeneuve en Armagnac Landais,244000774,CC,75,40
CC du Pays de Villersexel,247000714,CC,27,
CC du Pays de Wissembourg,246700926,CC,44,67
CC du Pays des Abers,242900553,CC,53,29
CC du Pays des Achards,248500530,CC,52,85
CC du Pays des Ecrins,240500462,CC,93,5
CC du Pays des Herbiers,248500621,CC,52,85
CC du Pays des Paillons,240600593,CC,93,6
CC du Pays des Sorgues et des Monts de Vaucluse,248400319,CC,93,84
CC du Pays des Sources,246000855,CC,32,60
CC du Pays du Coquelicot,248000747,CC,32,80
CC du Pays du Neubourg,242700607,CC,28,27
CC du Pays du Saintois,200035772,CC,44,54
CC du Pays du Sanon,245400759,CC,44,54
CC du Pays du Vermandois,240200493,CC,32,2
CC du Pays Dunois,242320109,CC,75,23
CC du Pays entre Loire et Rhône,244200630,CC,84,42
CC du Pays Fertois et du Bocage Carrougien,200071652,CC,28,61
CC du Pays Fléchois,247200348,CC,52,72
CC du Pays Fouesnantais,242900660,CC,53,29
CC du Pays Foyen,243301371,CC,75,
CC du Pays Gentiane,241500255,CC,84,15
CC du Pays Grenadois,244000824,CC,75,40
CC du Pays Haut Val d'Alzette,245701404,CC,44,
CC du Pays Houdanais (C.C.P.H.),247800550,CC,,
CC du Pays Loudunais,248600447,CC,75,86
CC du Pays Morcenais,244000691,CC,75,40
CC du Pays Mornantais (COPAMO),246900740,CC,84,69
CC du Pays Noyonnais,246000756,CC,32,60
CC du Pays Orne Moselle,245701271,CC,44,57
CC du Pays Rethélois,200043156,CC,44,8
CC du Pays Réuni d'Orange,248400236,CC,93,84
CC du Pays Rhénan,200041325,CC,44,67
CC du Pays Rignacois,241200625,CC,76,12
CC du Pays Riolais,247000706,CC,27,70
CC du Pays Rochois,247400724,CC,84,74
CC du Pays Solesmois,245901038,CC,32,59
CC du Pays Sostranien,242300135,CC,75,23
CC du Pays Tarusate,244000766,CC,75,40
CC du Pays Viganais,243000270,CC,76,30
CC du Perche,200006971,CC,24,28
CC du Perche et Haut Vendômois,200040772,CC,24,41
CC du Périgord Nontronnais,200071819,CC,75,24
CC du Périgord Ribéracois,200040400,CC,75,24
CC du Piémont Cévenol,200034411,CC,76,30
CC du Pilat Rhodanien,244200895,CC,84,42
CC du Pithiverais,200066280,CC,24,45
CC du Pithiverais-Gâtinais,200071850,CC,24,45
CC du Plateau de Frasne et du Val de Drugeon (CFD),242504496,CC,27,25
CC du Plateau de Lannemezan,200070787,CC,76,65
CC du Plateau de Montbazens,241200674,CC,76,12
CC du Plateau de Russey,242504355,CC,27,25
CC du Plateau Picard,246000566,CC,32,60
CC du Pont du Gard,243000684,CC,76,30
CC du Provinois,200037133,CC,11,77
CC du Quercy Blanc,200039519,CC,76,46
CC du Quercy Caussadais,248200057,CC,76,82
CC du Quercy Rouergue et des Gorges de l'Aveyron,248200107,CC,76,
CC du Réolais en Sud Gironde,200044394,CC,75,33
CC du Réquistanais,241200542,CC,76,12
CC du Rhône aux Gorges de l'Ardèche,240700864,CC,84,7
CC du Ried de Marckolsheim,200030526,CC,44,
CC du Romorantinais et du Monestois,200018406,CC,24,41
CC du Rouillacais,241600303,CC,75,16
CC du Royans-Vercors,200067767,CC,84,26
CC du Sammiellois,245500327,CC,44,55
CC du Sartenais Valinco Taravo,242010130,CC,94,
CC du Saulnois,245701206,CC,44,57
CC du Saves,243200599,CC,76,32
CC du Secteur de Saint-Loubès,243301249,CC,75,33
CC du Seignanx,244000659,CC,75,40
CC du Serein,200039709,CC,27,89
CC du Sisteronais-Buëch,200068765,CC,,
CC du Sor et de l'Agout,248100158,CC,76,81
CC du Sud,200060473,CC,6,976
CC du Sud-Artois,200035442,CC,32,62
CC du Sud-Estuaire,244400586,CC,52,44
CC du Sud Avesnois,200043404,CC,32,59
CC du Sud Corse,200040764,CC,94,
CC du Sud Est du Pays Manceau,247200421,CC,52,72
CC du Sud Gironde,200043974,CC,75,33
CC du Sud Marnais,245100979,CC,44,51
CC du Sud Messin,200039907,CC,44,57
CC du Sud Territoire,249000241,CC,27,90
CC du Ternois,200069672,CC,32,
CC du Terrassonnais en Périgord Noir Thenon Hautefort,200041150,CC,75,24
CC du Territoire de Fresnes-en-Woëvre,245501176,CC,44,55
CC du Territoire de Lunéville à Baccarat,200070324,CC,44,54
CC du Territoire Nord Picardie,200070951,CC,32,80
CC du Thouarsais,247900798,CC,75,79
CC du Triangle Vert,200041861,CC,27,70
CC du Trièves,200030658,CC,84,38
